#t		nrmu		nrmv
0.000000	53.699496	11.075293
10.000000	97.095496	9.166319
20.000000	98.736810	7.227162
30.000000	96.224233	6.430277
40.000000	93.134463	6.802359
50.000000	89.767919	7.820649
60.000000	86.121141	9.014828
70.000000	82.535423	10.148573
80.000000	78.763873	11.162436
90.000000	74.534059	12.020974
100.000000	69.242690	12.687712
110.000000	60.535219	13.092436
120.000000	38.861986	12.879205
130.000000	36.854506	11.424946
140.000000	35.529837	9.897710
150.000000	34.749693	8.571280
160.000000	34.436779	7.451659
170.000000	34.423790	6.540805
180.000000	34.677244	5.831537
190.000000	35.150429	5.313715
200.000000	35.810975	4.971396
210.000000	36.625084	4.781326
220.000000	37.575969	4.714607
230.000000	38.646461	4.740977
240.000000	39.836292	4.833348
250.000000	41.142121	4.970534
260.000000	42.560448	5.137596
270.000000	44.094351	5.324860
280.000000	45.733763	5.526623
290.000000	47.469960	5.739924
300.000000	49.505901	5.963659
310.000000	50.901985	6.200478
320.000000	51.550020	6.442107
330.000000	51.976953	6.669416
340.000000	52.533747	6.870689
350.000000	53.244425	7.041164
360.000000	54.139629	7.180258
370.000000	54.508043	7.286301
380.000000	55.452534	7.358302
390.000000	56.398054	7.466408
400.000000	57.273884	7.612184
410.000000	58.035663	7.776852
420.000000	58.398073	7.932715
430.000000	59.281500	8.020215
440.000000	60.501916	8.090276
450.000000	61.937085	8.175237
460.000000	63.564474	8.284106
470.000000	64.298063	8.416714
480.000000	64.633653	8.561509
490.000000	64.702965	8.705717
500.000000	64.629095	8.833663
510.000000	63.651730	8.928238
520.000000	62.304840	8.969311
530.000000	61.087194	8.938661
540.000000	60.313866	8.851902
550.000000	59.759763	8.741986
560.000000	58.731076	8.617681
570.000000	57.710478	8.474952
580.000000	57.085183	8.325954
590.000000	56.899220	8.198521
600.000000	56.926763	8.093378
610.000000	56.462507	7.999823
620.000000	56.212391	7.908015
630.000000	56.112163	7.837856
640.000000	56.062586	7.795378
650.000000	56.197000	7.775438
660.000000	56.501098	7.771213
670.000000	57.201805	7.778087
680.000000	58.265150	7.815329
690.000000	59.547829	7.892354
700.000000	60.774916	7.997739
710.000000	62.420770	8.095953
